'TITLE',"'AUTHOR (first, last)'","'AUTHOR (last, first)'",'DATE','LCC','DDC','ISBNs',"'PUBLICATION INFO'",'COMMENT','RATINGS','REVIEWS',"'ENTRY DATE'",'COPIES','SUBJECTS','COLLECTIONS','TAGS'
1Q84,"Haruki Murakami","Murakami, Haruki",2011,,,[0307593312],"Knopf (2011), Edition: 0, Hardcover, 944 pages",,0,,"2014-01-21 18:50:44",1,,"Your library","magical realism,doppelgÃ¤ngers,translation,japan,fiction"
"Arcadia: A Play","Tom Stoppard","Stoppard, Tom",1994,,,[0571169341],"Faber & Faber (1994), Edition: 0, Paperback, 112 pages",,0,,"2014-01-21 18:50:44",1,"Literature, Comparative > Periodicals","Your library","theater,math,fiction"
"In the Land of Invented Languages: Adventures in Linguistic Creativity, Madness, and Genius","Arika Okrent","Okrent, Arika",2010,,,[0812980891],"Spiegel & Grau (2010), Paperback, 352 pages",,0,,"2014-01-21 18:50:44",1,,"Your library","linguistics,constructed language,nonfiction"
"The Master and Margarita","Mikhail Bulgakov","Bulgakov, Mikhail",1996,,,[0679760806],"Vintage (1996), Paperback, 384 pages",,0,,"2014-01-21 18:50:44",1,"Allegories > 
Allegories
Bulgakov > 
Good and evil > Fiction > 
Humanities > 
Jerusalem > Fiction > 
Jesus Christ > Fiction > 
Literature > 
Mental illness > Fiction > 
Moscow (Russia) > Fiction > 
Novel > 
Pilate, Pontius, 1st cent. > Fiction > 
Political fiction > 
Political fiction
Russia > Fiction > 
Russia > Fiction
Russian fiction > 
Russian publications (Form Entry) > 
Soviet Union > History > 1925-1953 > Fiction","Your library","magical realism,russia,translation,fiction"
"Writing Systems: A Linguistic Introduction","Geoffrey Sampson","Sampson, Geoffrey",1990,,,[0804717567],"Stanford University Press (1990), Edition: 1, Paperback, 236 pages",,0,,"2014-01-21 18:50:44",1,"Linguistics > 
Typology (Linguistics) > 
Writing > History > 
Written communication","Your library","linguistics,writing systems,nonfiction"
Catch-22,"Joseph Heller","Heller, Joseph",1980,,,[044011120X],"Dell (1980), Mass Market Paperback, 463 pages",,0,,"2014-01-21 18:50:44",1,"Adaptations
Anti-war films and video
Armed Forces comedies
Black Humor (Literature)
Bombardiers > United States > Fiction > 
English fiction > 
Features
Heller, Joseph. Catch-22 > 
Historical fiction > 
Historical fiction
Satire > 
United States > 
United States. Army Air Forces > Fiction > 
Videodiscs
War stories > 
War stories
War stories, American > History and criticism > 
World War, 1939-1945 > Fiction > 
World War, 1939-1945 > Fiction
World War, 1939-1945 > Italy > Fiction > 
World War, 1939-1945 > United States > Literature and the war","Your library","war,satire,literature,fiction"
"Alif the Unseen","G. Willow Wilson","Wilson, G. Willow",2012,,,[0802120202],"Grove Press (2012), Edition: 0, Hardcover, 320 pages",,0,,"2014-01-21 18:50:45",1,,"Your library","islam,fantasy,djinn,religion,fiction"
"On Language: Chomsky's Classic Works Language and Responsibility and Reflections on Language in One Volume","Noam Chomsky","Chomsky, Noam",1998,,,[1565844750],"New Press, The (1998), Paperback, 269 pages",,0,,"2014-01-21 18:50:45",1,"Language and languages > 
Language and languages","Your library","linguistics,nonfiction"
"The Cruise of the Alerte","E. F. Knight","Knight, E. F.",2002,,,[1589762037],"The Narrative Press (2002), Paperback, 252 pages",,0,,"2014-01-21 18:50:45",1,,"Your library","sailing,treasure,ocean,nonfiction"
"The Trial: A New Translation Based on the Restored Text","Franz Kafka","Kafka, Franz",1999,,,[0805209999],"Schocken (1999), Paperback, 304 pages",,0,,"2014-01-21 18:50:45",1,"Allegories > 
Allegories
Publishers' advertisements
Trials > Fiction > 
Trials > Fiction","Your library","existentialism,literature,fiction"
"As I Lay Dying (French Edition)","William Faulkner","Faulkner, William",2006,,,[0099479311],"Vintage/Ebury (a Division of Random (2006), Mass Market Paperback, 256 pages",,0,,"2014-01-21 18:50:45",1,"Burial > Fiction > 
Burial > Fiction
Death > Fiction > 
Death > Fiction
Domestic fiction > 
Domestic fiction
Married women > Fiction > 
Married women > Fiction
Mississippi > Fiction > 
Mississippi > Fiction
Parent and adult child > Fiction > 
Parent and adult child > Fiction
Problem families > Fiction > 
Problem families > Fiction
Stream of consciousness fiction > 
Stream of consciousness fiction","Your library","literature,fiction"
"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America","Erik Larson","Larson, Erik",2004,,,[9780375725609],"Vintage (2004), Paperback, 447 pages",,0,,"2014-01-21 18:50:45",1,"Architects > Chicago > Biography
Architects > Illinois > Chicago > Biography > 
Burnham, Daniel Hudson, 1846-1912 > 
Chicago (Ill.) > History > 19th century > 
Chicago (Ill.) > History > 19th century
Chicago (Ill.) > Social life and customs > 19th century > 
Chicago (Ill.) > Social life and customs > 19th century
Chicago World's Fair (1893 : Chicago, Ill.) > 
Mudgett, Herman W., 1861-1896 > 
Serial murderers > Chicago > Biography
Serial murderers > Illinois > Chicago > Biography > 
Serial murders > Chicago > Case studies
Serial murders > Chicago > History
Serial murders > Illinois > Chicago > Case studies > 
Serial murders > Illinois > Chicago > History > 19th century > 
World's Columbian Exposition (1893 : Chicago, Ill.) > 
World\'s Columbian Exposition (1893 : Chicago, Ill.)","Your library","crime,history,nonfiction"
"Principia Discordia","Malaclypse The Younger","Younger, Malaclypse The",1980,,,[1559500409],"Loompanics Unlimited (1980), Edition: 2, Paperback, 100 pages",,0,,"2014-01-21 18:50:46",1,"American wit and humor > 
American wit and humor","Your library","religion,discordianism,nonfiction"
"Collected Stories","Gabriel Garcia Marquez","Marquez, Gabriel Garcia",1994,,,[0060913061],"Perennial (1994), Edition: First Edition, Paperback, 320 pages",,0,,"2014-01-21 18:50:46",1,,"Your library","magical realism,literature,translation,fiction"
"We (Modern Library Classics)","Yevgeny Zamyatin","Zamyatin, Yevgeny",2006,,,[081297462X],"Modern Library (2006), Edition: 0, Paperback, 240 pages",,0,,"2014-01-21 18:50:46",1,"Science fiction > 
Soviet Union > Fiction","Your library","science fiction,russia,dystopia,translation,fiction"
"Njal's Saga (Classics)","Magnus Magnusson","Magnusson, Magnus",1960,,,[0140441034],"Penguin Classics (1960), Mass Market Paperback, 384 pages",,0,,"2014-01-21 18:50:47",1,"Njâall ¤orgursson, 930 (ca.)-1011 > 
Sagas","Your library","norse,vikings,nonfiction"
"Witchcraft and Sorcery (Pelican)","Max Marwick","Marwick, Max",1987,,,[0140226788],"Penguin Books (1987), Edition: 2nd, Paperback, 496 pages",,0,,"2014-01-21 18:50:47",1,"Witchcraft > 
Witchcraft","Your library","witchcraft,anthropology,nonfiction"
"The Ice Museum: In Search of the Lost Land of Thule","Joanna Kavenna","Kavenna, Joanna",2006,,,[0670034738],"Viking Adult (2006), Edition: 0, Hardcover, 304 pages",,0,,"2014-01-21 18:50:47",1,"Arctic regions > Discovery and exploration > 
Arctic regions > Mythology > 
Kavenna, Joanna > Travel > Arctic regions > 
Mythology, Germanic > 
Thule-Gesellschaft","Your library","atlantis,conspiracy,thule,ocean,nonfiction"
"Prose Edda of Snorri Sturluson","Jean I. Young","Young, Jean I.",1964,,,[0520012313],"Univ of California Pr (1964), Paperback, 132 pages",,0,,"2014-01-21 18:50:48",1,"Mythology, Norse > 
Mythology, Norse
Scalds and scaldic poetry > 
Scalds and scaldic poetry","Your library","vikings,norse,nonfiction"
"An Introduction to Pidgins and Creoles (Cambridge Textbooks in Linguistics)","John Holm","Holm, John",2000,,,[0521585813],"Cambridge University Press (2000), Paperback, 308 pages",,0,,"2014-01-21 18:50:46",1,,"Your library","linguistics,nonfiction"
"Geography, I: Books 1-2 (Loeb Classical Library) (Volume I)",Strabo,Strabo,1917,,,[0674990552],"Harvard University Press (1917), Hardcover, 576 pages",,0,,"2014-01-21 18:50:48",1,,"Your library","geography,thule,nonfiction"
"First Lessons in Beekeeping","C. P. Dadant","Dadant, C. P.",2010,,,[1891396226],"Martino Fine Books (2010), Paperback, 186 pages",,0,,"2014-01-21 18:50:48",1,"Bee culture > 
Bee culture
Bees","Your library","bees,nonfiction"
"GÃ¶del, Escher, Bach: An Eternal Golden Braid","Douglas R. Hofstadter","Hofstadter, Douglas R.",1999,,,[0465026567],"Basic Books (1999), Edition: 20 Anv, Paperback, 824 pages",,0,,"2014-01-21 18:50:48",1,"Artificial intelligence > 
Artificial intelligence
Bach, Johann Sebastian, 1685-1750 > 
Decidability (Mathematical logic) > 
Escher, M. C. (Maurits Cornelis), 1898-1972 > 
Gèodel's theorem > 
Gèodel, Kurt > 
Gï¿½del, Kurt > 
Gï¿½odel, Kurt > 
Godel, Kurt > 
Gödel, Kurt > 
Logic, Symbolic and mathematical > 
Logic, Symbolic and mathematical
Mathematics > 
Metamathematics > 
Metamathematics
Symmetry > 
Symmetry","Your library","math,logic,nonfiction"
"The Theater and Its Double","Antonin Artaud","Artaud, Antonin",1994,,,[0802150306],"Grove Press (1994), Paperback, 159 pages",,0,,"2014-01-21 18:50:48",1,"Thâeãatre > 
Theater > 
Theater","Your library","theater,nonfiction"
"Blind Willow, Sleeping Woman (Vintage International)","Haruki Murakami","Murakami, Haruki",2007,,,[1400096081],"Vintage (2007), Edition: 0, Paperback, 384 pages",,0,,"2014-01-21 18:50:49",1,,"Your library","magical realism,short stories,translation,japan,fiction"
"Waiting for Godot: A Tragicomedy in Two Acts","Samuel Beckett","Beckett, Samuel",1994,,,[0802130348],"Grove Press (1994), Paperback, 111 pages",,0,,"2014-01-21 18:50:49",1,"Audio-visual materials > Sound recordings
Beckett, Samuel, 1906-1989 > Notebooks, sketchbooks, etc > 
Beckett, Samuel, 1906-1989. En attendant Godot > Criticism, Textual > 
Tragicomedy > 
Tragicomedy","Your library","theater,religion,existentialism,fiction"
"Tao Te Ching","Lao Tzu","Tzu, Lao",2007,,,[1590305469],"Shambhala (2007), Edition: 1st Shambhala Ed, Hardcover, 144 pages",,0,,"2014-01-21 18:50:49",1,"Chinese language materials > Bilingual > 
Lao-tzu. Tao te ching > 
Laozi. Dao de jing > 
Peace > 
Philosophy, Chinese
Philosophy, Taoist
Tao
Taoism > 
Taoism > Sacred books > 
Taoism > Sacred books
Taoism","Your library","taoism,nonfiction"
"Day Watch (Watch, Book 2)","Sergei Lukyanenko","Lukyanenko, Sergei",2007,,,[1401360203],"Miramax (2007), Edition: 1st, Paperback, 453 pages",,0,,"2014-01-21 18:50:50",1,,"Your library","fantasy,russia,translation,magic,fiction"
"Laxdaela Saga (Penguin Classics)",Anonymous,Anonymous,1969,,,[0140442189],"Penguin Classics (1969), Paperback, 272 pages",,0,,"2014-01-21 18:50:50",1,"Sagas > 
Sagas > Translations into English > 
Sagas > Translations into English","Your library","vikings,norse,nonfiction"
"On Stranger Tides","Tim Powers","Powers, Tim",2011,,813,[0062101072],"Harper Paperbacks (2011), Edition: Reprint, Paperback, 336 pages",,0,,"2014-01-21 18:50:51",1,,"Your library","fantasy,sailing,fiction"
"Idle Thoughts of an Idle Fellow","Jerome K. Jerome","Jerome, Jerome K.",2010,,,[1604597038],"SMK Books (2010), Paperback, 96 pages",,0,,"2014-01-21 18:50:51",1,,"Your library","humor,england,fiction"
"Lost Continents (Dover Occult)","L. Sprague de Camp","Camp, L. Sprague de",1970,,,[0486226689],"Dover Publications (1970), Edition: 0, Paperback, 348 pages",,0,,"2014-01-21 18:50:51",1,"Atlantis > 
Atlantis (Legendary place) > 
Atlantis (Legendary place)
Geographical myths > 
Geographical myths
Lost continents > 
Lost continents","Your library","occult,conspiracy,atlantis,nonfiction"
"Geography, Volume II: Books 3-5 (Loeb Classical Library)",Strabo,Strabo,1923,,,[0674990560],"Harvard University Press (1923), Edition: Vol. 2, Books 3-4, Hardcover, 496 pages",,0,,"2014-01-21 18:50:52",1,,"Your library","geography,thule,nonfiction"
"Backgammon for Blood","Bruce Becker","Becker, Bruce",1985,,,[0380003848],"Avon Books (Mm) (1985), Paperback",,0,,"2014-01-21 18:50:52",1,,"Your library","games,backgammon,nonfiction"
"Tales of Pirx the Pilot","Stanislaw Lem","Lem, Stanislaw",1979,,,[0151879788],"Harcourt Brace Jovanovich (1979), Edition: 1st, Hardcover, 206 pages",,0,,"2014-01-21 18:50:52",1,"Poland > Fiction
Poland > Social life and customs > Fiction","Your library","science fiction,space travel,translation,fiction"
"The Elephant Vanishes: Stories","Haruki Murakami","Murakami, Haruki",1994,,,[0679750533],"Vintage (1994), Paperback, 336 pages",,0,,"2014-01-21 18:50:53",1,"Japan > Fiction
Japan > Social life and customs > 20th century > Fiction > 
Japan > Social life and customs > Fiction > 
Murakami, Haruki, 1949- > Translations into English","Your library","magical realism,short stories,translation,japan,fiction"
"Rosencrantz and Guildenstern Are Dead","Tom Stoppard","Stoppard, Tom",1994,,,[0802132758],"Grove Press (1994), Edition: 0, Paperback, 128 pages",,0,,"2014-01-21 18:50:53",1,"Adaptations > 
Adaptations
Drama > 
English drama > 
English drama
Features > 
Features","Your library","theater,fiction"
"Nonsense Verse of Edward Lear","Edward Lear","Lear, Edward",1984,,821.8,[0517555018],"Harmony (1984), Hardcover, 234 pages",,0,,"2014-01-21 18:50:53",1,"English poetry > 
Humorous poetry > 
Limericks > 
Nonsense verses > 
Nonsense verses, English","Your library","poetry,nonsense,nonfiction"
"One Hundred Years of Solitude","Gabriel Garcia Marquez","Marquez, Gabriel Garcia",1970,,,[038001503X],"Avon Books (1970), Mass Market Paperback",,0,,"2014-01-21 18:50:54",1,"Epic fiction
Epic literature > 
Epic literature
Fiction in Spanish, 1900 Texts (including translations) > 
Garcâia Mâarquez, Gabriel, 1928- Cien aänos de soledad > 
Latin America > Fiction
Latin America > Social conditions > Fiction > 
Latin America > Social conditions > Fiction
Literature, Modern > Latin America
Macondo (Imaginary place) > 
Macondo (Imaginary place) > Fiction > 
Macondo (Imaginary place) > Fiction
Macondo (Imaginary place)","Your library","magical realism,literature,translation,colombia,fiction"
"The Complete Tales of Winnie-the-Pooh","A. A. Milne","Milne, A. A.",1996,,,[0525457232],"Dutton Juvenile (1996), Edition: 0, Hardcover, 368 pages",,0,,"2014-01-21 18:50:55",1,"Animals > Fiction > 
Bears > Fiction > 
Children's poetry, English > 
Children's poetry, English
Children's stories, English > 
Children's stories, English
Fairy tales > 
Fantasy > Fiction > 
Short stories > 
Short stories
Toys > Fiction > 
Toys > Fiction
Winnie-the-Pooh (Fictitious character) > Juvenile fiction > 
Winnie-the-Pooh (Fictitious character) > Juvenile fiction
Winnie-the-Pooh (Fictitious character) > Juvenile poetry > 
Winnie-the-Pooh (Fictitious character) > Juvenile poetry","Your library","children's,anthropomorphism,fiction"
"Lady of the Lake","Walter Scott","Scott, Walter",2009,,,[143445309X],"Wildside Press (2009), Hardcover, 256 pages",,0,,"2014-01-21 18:50:56",1,"Lady of the Lake (Legendary character) > Poetry > 
Lady of the Lake (Legendary character) > Poetry","Your library","poetry,nonfiction"
Sebastopol,"Leo Tolstoy","Tolstoy, Leo",?,,,[],"Ann Arbor Paperbacks, Paperback",,0,,"2014-07-27 20:19:09",1,,"Your library","history,russia,translation,fiction"
"Analysis Of Numerical Methods","Eugene Isaacson","Isaacson, Eugene",?,,,[],"Dover Publications, Hardcover",,0,,"2014-07-27 20:19:10",1,,"Your library","math,nonfiction"
"Chronicles Of Amber: Volume II, The","Roger Zelazny","Zelazny, Roger",?,,,[],"Nelson Doubleday/sfbc, Hardcover",,0,,"2014-07-27 20:19:10",1,,"Your library","fantasy,fiction"
Mort,"Terry Pratchett","Pratchett, Terry",?,,,[],"New American Library, Hardcover",,0,,"2014-07-27 20:19:11",1,"Death (Fictitious character : Pratchett) > Fiction > 
Discworld (Imaginary place) > Fiction > 
Fantasy fiction > 
Science fiction","Your library","fantasy,death,fiction"
"Devil's Dictionary, The","Ambrose Bierce","Bierce, Ambrose",?,,,[],"Dover Publications, Paperback",,0,,"2014-07-27 20:19:11",1,"American wit and humor > 
Amerikaans
English language > Dictionaries > 
English language > Dictionaries > Humor > 
English language > Dictionaries > Humor
English language > Humor
English language > Semantics > Humor > 
English language > Semantics > Humor
Humor (grappigheden)
Vocabulary > Humor > 
Vocabulary > Humor
Wit and humor","Your library","reference,satire,nonfiction"
Printmaking,"Ernest W. Watson","Watson, Ernest W.",?,,,[],"Publisher Unknown",,0,,"2014-07-27 20:19:11",1,,"Your library","art,nonfiction"
"Alphonse Daudet: Selected Stories Including La Belle-nivernaise","Alphonse Daudet","Daudet, Alphonse",?,,,[],"Forgotten Books, Ebook",,0,,"2014-07-27 20:19:11",1,,"Your library","short stories,france,fiction"
"Bouillabaisse For Bibliophiles: a Treasury Of Bookish Lore, Wit & Wisdom, Tales, Poetry & Narratives & Certain Curious Studies Of Interest to Bookmen & Collectors","William Targ","Targ, William",?,,,[],"World Publishing Co., Hardcover",,0,,"2014-07-27 20:19:11",1,"Bibliomania > 
Bibliomania
Literature > Miscellanea > 
Literature > Miscellanea","Your library","books,nonfiction"
Abhorsen,"Garth Nix","Nix, Garth",2004,,,[0060528737],"HarperTeen (2004), Paperback, 518 pages",,0,,"2014-07-27 20:19:18",1,"Fantastic fiction > 
Fantastic fiction
Fantasy > 
Fantasy
Fantasy fiction > 
Fantasy fiction
Young adult fiction > 
Young adult fiction","Your library","fantasy,magic,fiction"
